#fabulous	sentimentScore=7.526	numPositive=2301	numNegative=2
#excellent	sentimentScore=7.247	numPositive=2612	numNegative=3
#superb	sentimentScore=7.199	numPositive=1660	numNegative=2
#perfection	sentimentScore=7.099	numPositive=3004	numNegative=4
#terrific	sentimentScore=6.922	numPositive=629	numNegative=1
#magnificent	sentimentScore=6.672	numPositive=490	numNegative=1
#sensational	sentimentScore=6.529	numPositive=849	numNegative=2
#heavenly	sentimentScore=6.484	numPositive=2841	numNegative=7
#ideal	sentimentScore=6.461	numPositive=3172	numNegative=8
#partytime	sentimentScore=6.111	numPositive=559	numNegative=2
#excellence	sentimentScore=5.875	numPositive=1325	numNegative=6
@thisisangel	sentimentScore=5.858	numPositive=217	numNegative=1
#working	sentimentScore=-0.502	numPositive=3	numNegative=8
binged	sentimentScore=-0.502	numPositive=3	numNegative=8
badd	sentimentScore=-0.502	numPositive=9	numNegative=24
bish	sentimentScore=-0.502	numPositive=6	numNegative=16
microwaved	sentimentScore=-0.502	numPositive=3	numNegative=8
200+	sentimentScore=-0.502	numPositive=3	numNegative=8
breakaway	sentimentScore=-0.502	numPositive=3	numNegative=8
fitzpatrick	sentimentScore=-0.502	numPositive=3	numNegative=8
irl	sentimentScore=-0.502	numPositive=3	numNegative=8
maga	sentimentScore=-0.502	numPositive=15	numNegative=40
kendal	sentimentScore=-0.502	numPositive=3	numNegative=8
#cpfc	sentimentScore=-0.502	numPositive=3	numNegative=8
reminding	sentimentScore=-0.502	numPositive=18	numNegative=48
doner	sentimentScore=-0.502	numPositive=3	numNegative=8
emerge	sentimentScore=-0.502	numPositive=3	numNegative=8
nicotine	sentimentScore=-0.502	numPositive=3	numNegative=8
existence	sentimentScore=-0.502	numPositive=30	numNegative=80
customs	sentimentScore=-0.502	numPositive=3	numNegative=8
regime	sentimentScore=-0.502	numPositive=3	numNegative=8
lurgy	sentimentScore=-0.502	numPositive=3	numNegative=8
call	sentimentScore=-0.503	numPositive=1028	numNegative=2745
either	sentimentScore=-0.503	numPositive=356	numNegative=950
except	sentimentScore=-0.505	numPositive=160	numNegative=428
arent	sentimentScore=-0.505	numPositive=37	numNegative=99
giants	sentimentScore=-0.505	numPositive=43	numNegative=115
wont	sentimentScore=-0.506	numPositive=242	numNegative=648
folks	sentimentScore=-0.507	numPositive=75	numNegative=201
others	sentimentScore=-0.508	numPositive=259	numNegative=695
ughhh	sentimentScore=-0.508	numPositive=22	numNegative=59
b4	sentimentScore=-0.508	numPositive=41	numNegative=110
touching	sentimentScore=-0.508	numPositive=41	numNegative=110
careful	sentimentScore=-0.508	numPositive=19	numNegative=51
spoken	sentimentScore=-0.508	numPositive=22	numNegative=59
wit	sentimentScore=-0.509	numPositive=336	numNegative=902
buys	sentimentScore=-0.509	numPositive=35	numNegative=94
direct	sentimentScore=-0.51	numPositive=45	numNegative=121
#apple	sentimentScore=-0.51	numPositive=16	numNegative=43
$3	sentimentScore=-0.51	numPositive=16	numNegative=43
predicted	sentimentScore=-0.511	numPositive=13	numNegative=35
stripes	sentimentScore=-0.511	numPositive=13	numNegative=35
shaking	sentimentScore=-0.511	numPositive=39	numNegative=105
waitin	sentimentScore=-0.511	numPositive=13	numNegative=35
name	sentimentScore=-0.512	numPositive=613	numNegative=1652
seen	sentimentScore=-0.512	numPositive=1421	numNegative=3829
dm	sentimentScore=-0.512	numPositive=59	numNegative=159
flops	sentimentScore=-0.513	numPositive=33	numNegative=89
stabbed	sentimentScore=-0.513	numPositive=23	numNegative=62
motherfucker	sentimentScore=-0.514	numPositive=10	numNegative=27
redbull	sentimentScore=-0.514	numPositive=10	numNegative=27
replays	sentimentScore=-0.514	numPositive=10	numNegative=27
flesh	sentimentScore=-0.514	numPositive=10	numNegative=27
@themichaelowen	sentimentScore=-0.514	numPositive=10	numNegative=27
ahahahaha	sentimentScore=-0.514	numPositive=10	numNegative=27
dummy	sentimentScore=-0.514	numPositive=10	numNegative=27
dreaded	sentimentScore=-0.514	numPositive=10	numNegative=27
entertained	sentimentScore=-0.514	numPositive=10	numNegative=27
gut	sentimentScore=-0.514	numPositive=20	numNegative=54
clubbing	sentimentScore=-0.514	numPositive=10	numNegative=27
#awks	sentimentScore=-0.514	numPositive=10	numNegative=27
switching	sentimentScore=-0.516	numPositive=17	numNegative=46
increase	sentimentScore=-0.516	numPositive=17	numNegative=46
ranked	sentimentScore=-0.516	numPositive=17	numNegative=46
dammit	sentimentScore=-0.516	numPositive=17	numNegative=46
dangerous	sentimentScore=-0.517	numPositive=24	numNegative=65
doesnt	sentimentScore=-0.517	numPositive=161	numNegative=436
u	sentimentScore=-0.517	numPositive=3038	numNegative=8223
messy	sentimentScore=-0.517	numPositive=48	numNegative=130
streak	sentimentScore=-0.517	numPositive=24	numNegative=65
bruh	sentimentScore=-0.517	numPositive=24	numNegative=65
beating	sentimentScore=-0.518	numPositive=79	numNegative=214
advantage	sentimentScore=-0.518	numPositive=45	numNegative=122
hurry	sentimentScore=-0.518	numPositive=62	numNegative=168
medicine	sentimentScore=-0.518	numPositive=79	numNegative=214
loss	sentimentScore=-0.519	numPositive=87	numNegative=236
bleeds	sentimentScore=-0.52	numPositive=7	numNegative=19
updating	sentimentScore=-0.52	numPositive=7	numNegative=19
mizzou	sentimentScore=-0.52	numPositive=7	numNegative=19
praising	sentimentScore=-0.52	numPositive=7	numNegative=19
corny	sentimentScore=-0.52	numPositive=7	numNegative=19
revs	sentimentScore=-0.52	numPositive=7	numNegative=19
mississippi	sentimentScore=-0.52	numPositive=7	numNegative=19
ting	sentimentScore=-0.52	numPositive=14	numNegative=38
teared	sentimentScore=-0.52	numPositive=7	numNegative=19
wks	sentimentScore=-0.52	numPositive=7	numNegative=19
protected	sentimentScore=-0.52	numPositive=7	numNegative=19
tweet	sentimentScore=-0.52	numPositive=1208	numNegative=3281
un	sentimentScore=-0.52	numPositive=63	numNegative=171
tech	sentimentScore=-0.52	numPositive=49	numNegative=133
hitter	sentimentScore=-0.52	numPositive=7	numNegative=19
digger	sentimentScore=-0.52	numPositive=7	numNegative=19
spoilt	sentimentScore=-0.52	numPositive=14	numNegative=38
chav	sentimentScore=-0.52	numPositive=21	numNegative=57
wealthy	sentimentScore=-0.52	numPositive=7	numNegative=19
enough	sentimentScore=-0.52	numPositive=754	numNegative=2047
spits	sentimentScore=-0.52	numPositive=7	numNegative=19
eyelashes	sentimentScore=-0.521	numPositive=39	numNegative=106
sick	sentimentScore=-0.521	numPositive=1882	numNegative=5115
isn	sentimentScore=-0.521	numPositive=666	numNegative=1811
anal	sentimentScore=-0.524	numPositive=11	numNegative=30
hundreds	sentimentScore=-0.524	numPositive=22	numNegative=60
plague	sentimentScore=-0.524	numPositive=11	numNegative=30
smoker	sentimentScore=-0.524	numPositive=11	numNegative=30
kd	sentimentScore=-0.524	numPositive=11	numNegative=30
previous	sentimentScore=-0.524	numPositive=33	numNegative=90
exes	sentimentScore=-0.524	numPositive=11	numNegative=30
relationship	sentimentScore=-0.524	numPositive=317	numNegative=864
rage	sentimentScore=-0.524	numPositive=22	numNegative=60
tory	sentimentScore=-0.524	numPositive=11	numNegative=30
coughed	sentimentScore=-0.524	numPositive=11	numNegative=30
needless	sentimentScore=-0.524	numPositive=11	numNegative=30
toddlers	sentimentScore=-0.524	numPositive=11	numNegative=30
ish	sentimentScore=-0.524	numPositive=44	numNegative=120
suppose	sentimentScore=-0.525	numPositive=140	numNegative=382
did	sentimentScore=-0.525	numPositive=2024	numNegative=5523
below	sentimentScore=-0.526	numPositive=41	numNegative=112
banter	sentimentScore=-0.526	numPositive=82	numNegative=224
wan	sentimentScore=-0.527	numPositive=15	numNegative=41
sh	sentimentScore=-0.527	numPositive=15	numNegative=41
status	sentimentScore=-0.527	numPositive=109	numNegative=298
#tears	sentimentScore=-0.527	numPositive=15	numNegative=41
channels	sentimentScore=-0.527	numPositive=34	numNegative=93
denim	sentimentScore=-0.527	numPositive=30	numNegative=82
supposedly	sentimentScore=-0.527	numPositive=15	numNegative=41
licked	sentimentScore=-0.528	numPositive=19	numNegative=52
coz	sentimentScore=-0.528	numPositive=76	numNegative=208
twitter	sentimentScore=-0.528	numPositive=1544	numNegative=4227
theirs	sentimentScore=-0.529	numPositive=23	numNegative=63
hurt	sentimentScore=-0.53	numPositive=342	numNegative=938
picks	sentimentScore=-0.53	numPositive=35	numNegative=96
text	sentimentScore=-0.531	numPositive=903	numNegative=2479
surprised	sentimentScore=-0.531	numPositive=102	numNegative=280
if	sentimentScore=-0.531	numPositive=5858	numNegative=16083
watchn	sentimentScore=-0.533	numPositive=4	numNegative=11
items	sentimentScore=-0.533	numPositive=20	numNegative=55
yolo	sentimentScore=-0.533	numPositive=20	numNegative=55
backing	sentimentScore=-0.533	numPositive=20	numNegative=55
septum	sentimentScore=-0.533	numPositive=4	numNegative=11
wrongs	sentimentScore=-0.533	numPositive=4	numNegative=11
martinez	sentimentScore=-0.533	numPositive=8	numNegative=22
#fuckme	sentimentScore=-0.533	numPositive=8	numNegative=22
catering	sentimentScore=-0.533	numPositive=4	numNegative=11
difficulties	sentimentScore=-0.533	numPositive=4	numNegative=11
shawcross	sentimentScore=-0.533	numPositive=4	numNegative=11
****	sentimentScore=-0.533	numPositive=8	numNegative=22
eyeshadow	sentimentScore=-0.533	numPositive=16	numNegative=44
unicorns	sentimentScore=-0.533	numPositive=4	numNegative=11
shocks	sentimentScore=-0.533	numPositive=4	numNegative=11
hahahahha	sentimentScore=-0.533	numPositive=8	numNegative=22
infant	sentimentScore=-0.533	numPositive=4	numNegative=11
sri	sentimentScore=-0.533	numPositive=4	numNegative=11
spiked	sentimentScore=-0.533	numPositive=4	numNegative=11
retiring	sentimentScore=-0.533	numPositive=8	numNegative=22
crunching	sentimentScore=-0.533	numPositive=4	numNegative=11
95%	sentimentScore=-0.533	numPositive=12	numNegative=33
justified	sentimentScore=-0.533	numPositive=4	numNegative=11
jubilee	sentimentScore=-0.533	numPositive=4	numNegative=11
#soppy	sentimentScore=-0.533	numPositive=4	numNegative=11
various	sentimentScore=-0.533	numPositive=8	numNegative=22
expire	sentimentScore=-0.533	numPositive=4	numNegative=11
sewer	sentimentScore=-0.533	numPositive=4	numNegative=11
booo	sentimentScore=-0.533	numPositive=4	numNegative=11
blahh	sentimentScore=-0.533	numPositive=4	numNegative=11
maddie	sentimentScore=-0.533	numPositive=8	numNegative=22
sources	sentimentScore=-0.533	numPositive=8	numNegative=22
1200	sentimentScore=-0.533	numPositive=4	numNegative=11
swept	sentimentScore=-0.533	numPositive=4	numNegative=11
sneakers	sentimentScore=-0.533	numPositive=24	numNegative=66
earn	sentimentScore=-0.533	numPositive=28	numNegative=77
#ugh	sentimentScore=-0.533	numPositive=112	numNegative=308
#daddysgirl	sentimentScore=-0.533	numPositive=4	numNegative=11
#ineedsleep	sentimentScore=-0.533	numPositive=4	numNegative=11
wonky	sentimentScore=-0.533	numPositive=4	numNegative=11
baggies	sentimentScore=-0.533	numPositive=4	numNegative=11
noticeable	sentimentScore=-0.533	numPositive=4	numNegative=11
fancied	sentimentScore=-0.533	numPositive=4	numNegative=11
accumulator	sentimentScore=-0.533	numPositive=4	numNegative=11
obvs	sentimentScore=-0.533	numPositive=12	numNegative=33
buzzed	sentimentScore=-0.533	numPositive=4	numNegative=11
#kobe	sentimentScore=-0.533	numPositive=4	numNegative=11
liverpool	sentimentScore=-0.533	numPositive=160	numNegative=440
broadcasting	sentimentScore=-0.533	numPositive=8	numNegative=22
barton	sentimentScore=-0.533	numPositive=8	numNegative=22
#they	sentimentScore=-0.533	numPositive=4	numNegative=11
footed	sentimentScore=-0.533	numPositive=4	numNegative=11
wingman	sentimentScore=-0.533	numPositive=4	numNegative=11
slut	sentimentScore=-0.533	numPositive=112	numNegative=308
tutorials	sentimentScore=-0.533	numPositive=4	numNegative=11
@southwestair	sentimentScore=-0.533	numPositive=4	numNegative=11
45mins	sentimentScore=-0.533	numPositive=4	numNegative=11
debatable	sentimentScore=-0.533	numPositive=4	numNegative=11
nadine	sentimentScore=-0.533	numPositive=4	numNegative=11
oooooo	sentimentScore=-0.533	numPositive=4	numNegative=11
bacc	sentimentScore=-0.533	numPositive=4	numNegative=11
#wba	sentimentScore=-0.533	numPositive=4	numNegative=11
randoms	sentimentScore=-0.533	numPositive=4	numNegative=11
tricky	sentimentScore=-0.533	numPositive=4	numNegative=11
roles	sentimentScore=-0.533	numPositive=8	numNegative=22
wallace	sentimentScore=-0.533	numPositive=8	numNegative=22
uf	sentimentScore=-0.533	numPositive=4	numNegative=11
#noooo	sentimentScore=-0.533	numPositive=4	numNegative=11
controller	sentimentScore=-0.533	numPositive=4	numNegative=11
sacred	sentimentScore=-0.533	numPositive=4	numNegative=11
#longnight	sentimentScore=-0.533	numPositive=4	numNegative=11
sniffed	sentimentScore=-0.533	numPositive=4	numNegative=11
bawling	sentimentScore=-0.533	numPositive=12	numNegative=33
leavin	sentimentScore=-0.533	numPositive=8	numNegative=22
lent	sentimentScore=-0.533	numPositive=16	numNegative=44
wanking	sentimentScore=-0.533	numPositive=8	numNegative=22
handcuffs	sentimentScore=-0.533	numPositive=4	numNegative=11
catalogue	sentimentScore=-0.533	numPositive=4	numNegative=11
alas	sentimentScore=-0.533	numPositive=4	numNegative=11
plz	sentimentScore=-0.533	numPositive=32	numNegative=88
flicking	sentimentScore=-0.533	numPositive=12	numNegative=33
squirt	sentimentScore=-0.533	numPositive=4	numNegative=11
bassline	sentimentScore=-0.533	numPositive=4	numNegative=11
seniors	sentimentScore=-0.533	numPositive=16	numNegative=44
eligible	sentimentScore=-0.533	numPositive=4	numNegative=11
strand	sentimentScore=-0.533	numPositive=4	numNegative=11
member	sentimentScore=-0.533	numPositive=48	numNegative=132
weezy	sentimentScore=-0.533	numPositive=4	numNegative=11
bending	sentimentScore=-0.533	numPositive=4	numNegative=11
drunks	sentimentScore=-0.533	numPositive=8	numNegative=22
sum1	sentimentScore=-0.533	numPositive=8	numNegative=22
pd	sentimentScore=-0.533	numPositive=4	numNegative=11
pimples	sentimentScore=-0.533	numPositive=4	numNegative=11
realllly	sentimentScore=-0.533	numPositive=4	numNegative=11
versa	sentimentScore=-0.533	numPositive=4	numNegative=11
currency	sentimentScore=-0.533	numPositive=4	numNegative=11
wizards	sentimentScore=-0.533	numPositive=8	numNegative=22
ru	sentimentScore=-0.533	numPositive=4	numNegative=11
damnnnn	sentimentScore=-0.533	numPositive=4	numNegative=11
northwestern	sentimentScore=-0.533	numPositive=4	numNegative=11
#getmehome	sentimentScore=-0.533	numPositive=4	numNegative=11
sold	sentimentScore=-0.535	numPositive=74	numNegative=204
$1	sentimentScore=-0.536	numPositive=25	numNegative=69
accidentally	sentimentScore=-0.536	numPositive=100	numNegative=276
auburn	sentimentScore=-0.538	numPositive=17	numNegative=47
fyi	sentimentScore=-0.538	numPositive=17	numNegative=47
managers	sentimentScore=-0.538	numPositive=17	numNegative=47
tigers	sentimentScore=-0.538	numPositive=17	numNegative=47
tell	sentimentScore=-0.539	numPositive=1039	numNegative=2876
mistaken	sentimentScore=-0.54	numPositive=13	numNegative=36
bb	sentimentScore=-0.54	numPositive=35	numNegative=97
forgets	sentimentScore=-0.54	numPositive=13	numNegative=36
mick	sentimentScore=-0.54	numPositive=13	numNegative=36
mans	sentimentScore=-0.54	numPositive=48	numNegative=133
learn	sentimentScore=-0.54	numPositive=303	numNegative=839
hates	sentimentScore=-0.541	numPositive=101	numNegative=280
know	sentimentScore=-0.541	numPositive=4212	numNegative=11686
snot	sentimentScore=-0.541	numPositive=22	numNegative=61
silva	sentimentScore=-0.543	numPositive=9	numNegative=25
clapping	sentimentScore=-0.543	numPositive=9	numNegative=25
buying	sentimentScore=-0.543	numPositive=211	numNegative=586
janelle	sentimentScore=-0.543	numPositive=9	numNegative=25
reeks	sentimentScore=-0.543	numPositive=9	numNegative=25
scrolling	sentimentScore=-0.543	numPositive=9	numNegative=25
disorder	sentimentScore=-0.543	numPositive=9	numNegative=25
#ohwait	sentimentScore=-0.543	numPositive=9	numNegative=25
yesterdays	sentimentScore=-0.543	numPositive=9	numNegative=25
knicks	sentimentScore=-0.544	numPositive=23	numNegative=64
honestly	sentimentScore=-0.544	numPositive=505	numNegative=1404
mentally	sentimentScore=-0.545	numPositive=37	numNegative=103
shoulda	sentimentScore=-0.546	numPositive=28	numNegative=78
#jk	sentimentScore=-0.546	numPositive=33	numNegative=92
network	sentimentScore=-0.546	numPositive=70	numNegative=195
$2	sentimentScore=-0.546	numPositive=14	numNegative=39
freaky	sentimentScore=-0.547	numPositive=19	numNegative=53
bin	sentimentScore=-0.547	numPositive=62	numNegative=173
nt	sentimentScore=-0.548	numPositive=29	numNegative=81
#school	sentimentScore=-0.548	numPositive=29	numNegative=81
human	sentimentScore=-0.548	numPositive=189	numNegative=528
hahahahahaha	sentimentScore=-0.548	numPositive=24	numNegative=67
championship	sentimentScore=-0.549	numPositive=78	numNegative=218
tag	sentimentScore=-0.549	numPositive=93	numNegative=260
t	sentimentScore=-0.551	numPositive=20871	numNegative=58439
900	sentimentScore=-0.551	numPositive=5	numNegative=14
#mental	sentimentScore=-0.551	numPositive=5	numNegative=14
pedophile	sentimentScore=-0.551	numPositive=5	numNegative=14
#how	sentimentScore=-0.551	numPositive=10	numNegative=28
#mama	sentimentScore=-0.551	numPositive=5	numNegative=14
char	sentimentScore=-0.551	numPositive=5	numNegative=14
lightskin	sentimentScore=-0.551	numPositive=5	numNegative=14
woops	sentimentScore=-0.551	numPositive=5	numNegative=14
cs	sentimentScore=-0.551	numPositive=5	numNegative=14
bog	sentimentScore=-0.551	numPositive=10	numNegative=28
bringin	sentimentScore=-0.551	numPositive=5	numNegative=14
deliver	sentimentScore=-0.551	numPositive=30	numNegative=84
pahaha	sentimentScore=-0.551	numPositive=5	numNegative=14
copying	sentimentScore=-0.551	numPositive=10	numNegative=28
30+	sentimentScore=-0.551	numPositive=5	numNegative=14
cellphone	sentimentScore=-0.551	numPositive=5	numNegative=14
erica	sentimentScore=-0.551	numPositive=10	numNegative=28
hipsters	sentimentScore=-0.551	numPositive=5	numNegative=14
ere	sentimentScore=-0.551	numPositive=5	numNegative=14
searching	sentimentScore=-0.551	numPositive=25	numNegative=70
billion	sentimentScore=-0.551	numPositive=40	numNegative=112
fattest	sentimentScore=-0.551	numPositive=5	numNegative=14
nostrils	sentimentScore=-0.551	numPositive=10	numNegative=28
restricted	sentimentScore=-0.551	numPositive=5	numNegative=14
deluded	sentimentScore=-0.551	numPositive=5	numNegative=14
snapchatted	sentimentScore=-0.551	numPositive=5	numNegative=14
farther	sentimentScore=-0.551	numPositive=5	numNegative=14
sponsors	sentimentScore=-0.551	numPositive=5	numNegative=14
katrina	sentimentScore=-0.551	numPositive=5	numNegative=14
voucher	sentimentScore=-0.551	numPositive=10	numNegative=28
backup	sentimentScore=-0.551	numPositive=10	numNegative=28
preschool	sentimentScore=-0.551	numPositive=5	numNegative=14
vets	sentimentScore=-0.551	numPositive=5	numNegative=14
pretended	sentimentScore=-0.551	numPositive=5	numNegative=14
bonnet	sentimentScore=-0.551	numPositive=5	numNegative=14
subtweets	sentimentScore=-0.551	numPositive=5	numNegative=14
sunk	sentimentScore=-0.551	numPositive=5	numNegative=14
weep	sentimentScore=-0.551	numPositive=5	numNegative=14
arghh	sentimentScore=-0.551	numPositive=5	numNegative=14
dora	sentimentScore=-0.551	numPositive=5	numNegative=14
430	sentimentScore=-0.551	numPositive=5	numNegative=14
primetime	sentimentScore=-0.551	numPositive=5	numNegative=14
charter	sentimentScore=-0.551	numPositive=5	numNegative=14
acl	sentimentScore=-0.551	numPositive=5	numNegative=14
greet	sentimentScore=-0.551	numPositive=10	numNegative=28
eyeball	sentimentScore=-0.551	numPositive=5	numNegative=14
realisation	sentimentScore=-0.551	numPositive=5	numNegative=14
santas	sentimentScore=-0.551	numPositive=5	numNegative=14
freshman	sentimentScore=-0.551	numPositive=75	numNegative=210
tw	sentimentScore=-0.551	numPositive=5	numNegative=14
wipe	sentimentScore=-0.551	numPositive=35	numNegative=98
ship	sentimentScore=-0.551	numPositive=35	numNegative=98
trivia	sentimentScore=-0.551	numPositive=5	numNegative=14
wernt	sentimentScore=-0.551	numPositive=5	numNegative=14
hormones	sentimentScore=-0.551	numPositive=5	numNegative=14
pronounce	sentimentScore=-0.551	numPositive=10	numNegative=28
awk	sentimentScore=-0.551	numPositive=15	numNegative=42
islam	sentimentScore=-0.551	numPositive=5	numNegative=14
pence	sentimentScore=-0.551	numPositive=5	numNegative=14
cockroach	sentimentScore=-0.551	numPositive=5	numNegative=14
rangers	sentimentScore=-0.552	numPositive=46	numNegative=129
female	sentimentScore=-0.552	numPositive=179	numNegative=502
hardly	sentimentScore=-0.553	numPositive=78	numNegative=219
protect	sentimentScore=-0.553	numPositive=26	numNegative=73
gt	sentimentScore=-0.554	numPositive=21	numNegative=59
hasn	sentimentScore=-0.554	numPositive=183	numNegative=514
jobs	sentimentScore=-0.554	numPositive=84	numNegative=236
properly	sentimentScore=-0.555	numPositive=85	numNegative=239
fa	sentimentScore=-0.556	numPositive=65	numNegative=183
120	sentimentScore=-0.557	numPositive=11	numNegative=31
pakistan	sentimentScore=-0.557	numPositive=11	numNegative=31
reporter	sentimentScore=-0.557	numPositive=11	numNegative=31
queue	sentimentScore=-0.557	numPositive=22	numNegative=62
lid	sentimentScore=-0.557	numPositive=11	numNegative=31
borrow	sentimentScore=-0.557	numPositive=33	numNegative=93
imaginary	sentimentScore=-0.557	numPositive=11	numNegative=31
drugged	sentimentScore=-0.557	numPositive=11	numNegative=31
wondering	sentimentScore=-0.558	numPositive=100	numNegative=282
tweeted	sentimentScore=-0.56	numPositive=126	numNegative=356
damage	sentimentScore=-0.56	numPositive=29	numNegative=82
swansea	sentimentScore=-0.561	numPositive=41	numNegative=116
tick	sentimentScore=-0.562	numPositive=6	numNegative=17
pens	sentimentScore=-0.562	numPositive=18	numNegative=51
businesses	sentimentScore=-0.562	numPositive=6	numNegative=17
wierd	sentimentScore=-0.562	numPositive=6	numNegative=17
intent	sentimentScore=-0.562	numPositive=6	numNegative=17
sexist	sentimentScore=-0.562	numPositive=6	numNegative=17
flacco	sentimentScore=-0.562	numPositive=6	numNegative=17
germs	sentimentScore=-0.562	numPositive=12	numNegative=34
rates	sentimentScore=-0.562	numPositive=12	numNegative=34
corners	sentimentScore=-0.562	numPositive=12	numNegative=34
completion	sentimentScore=-0.562	numPositive=6	numNegative=17
gat	sentimentScore=-0.562	numPositive=6	numNegative=17
#ow	sentimentScore=-0.562	numPositive=6	numNegative=17
#canada	sentimentScore=-0.562	numPositive=6	numNegative=17
suicidal	sentimentScore=-0.562	numPositive=6	numNegative=17
squeaky	sentimentScore=-0.562	numPositive=6	numNegative=17
wickets	sentimentScore=-0.562	numPositive=6	numNegative=17
showin	sentimentScore=-0.562	numPositive=6	numNegative=17
suitable	sentimentScore=-0.562	numPositive=6	numNegative=17
fooled	sentimentScore=-0.562	numPositive=6	numNegative=17
gras	sentimentScore=-0.562	numPositive=6	numNegative=17
viewers	sentimentScore=-0.562	numPositive=6	numNegative=17
classed	sentimentScore=-0.562	numPositive=6	numNegative=17
gorilla	sentimentScore=-0.562	numPositive=6	numNegative=17
cvs	sentimentScore=-0.562	numPositive=6	numNegative=17
goodbye	sentimentScore=-0.562	numPositive=89	numNegative=252
#wheniwasyounger	sentimentScore=-0.562	numPositive=6	numNegative=17
cargo	sentimentScore=-0.562	numPositive=6	numNegative=17
han	sentimentScore=-0.562	numPositive=6	numNegative=17
camouflage	sentimentScore=-0.562	numPositive=6	numNegative=17
coulda	sentimentScore=-0.562	numPositive=12	numNegative=34
influenced	sentimentScore=-0.562	numPositive=6	numNegative=17
upp	sentimentScore=-0.562	numPositive=6	numNegative=17
dude	sentimentScore=-0.562	numPositive=481	numNegative=1362
varnish	sentimentScore=-0.562	numPositive=18	numNegative=51
integrity	sentimentScore=-0.562	numPositive=12	numNegative=34
hahahahahah	sentimentScore=-0.562	numPositive=6	numNegative=17
bare	sentimentScore=-0.562	numPositive=54	numNegative=153
laughin	sentimentScore=-0.562	numPositive=6	numNegative=17
cos	sentimentScore=-0.564	numPositive=165	numNegative=468
resort	sentimentScore=-0.565	numPositive=25	numNegative=71
pockets	sentimentScore=-0.565	numPositive=25	numNegative=71
jerk	sentimentScore=-0.565	numPositive=25	numNegative=71
lonely	sentimentScore=-0.566	numPositive=83	numNegative=236
answer	sentimentScore=-0.566	numPositive=209	numNegative=594
really	sentimentScore=-0.566	numPositive=3438	numNegative=9773
feel	sentimentScore=-0.566	numPositive=4033	numNegative=11472
fart	sentimentScore=-0.566	numPositive=77	numNegative=219
clothing	sentimentScore=-0.567	numPositive=65	numNegative=185
outrageous	sentimentScore=-0.567	numPositive=13	numNegative=37
siri	sentimentScore=-0.567	numPositive=13	numNegative=37
remotely	sentimentScore=-0.567	numPositive=13	numNegative=37
how	sentimentScore=-0.567	numPositive=5903	numNegative=16806
mam	sentimentScore=-0.567	numPositive=39	numNegative=111
nope	sentimentScore=-0.568	numPositive=106	numNegative=302
chop	sentimentScore=-0.568	numPositive=20	numNegative=57
facing	sentimentScore=-0.568	numPositive=20	numNegative=57
tool	sentimentScore=-0.569	numPositive=27	numNegative=77
doesn	sentimentScore=-0.569	numPositive=1049	numNegative=2992
bitter	sentimentScore=-0.569	numPositive=34	numNegative=97
league	sentimentScore=-0.569	numPositive=348	numNegative=992
moist	sentimentScore=-0.571	numPositive=7	numNegative=20
#priorities	sentimentScore=-0.571	numPositive=7	numNegative=20
issue	sentimentScore=-0.571	numPositive=70	numNegative=200
chapped	sentimentScore=-0.571	numPositive=7	numNegative=20
altogether	sentimentScore=-0.571	numPositive=7	numNegative=20
responding	sentimentScore=-0.571	numPositive=7	numNegative=20
ranting	sentimentScore=-0.571	numPositive=7	numNegative=20
ironing	sentimentScore=-0.571	numPositive=14	numNegative=40
erase	sentimentScore=-0.571	numPositive=14	numNegative=40
canned	sentimentScore=-0.571	numPositive=7	numNegative=20
profession	sentimentScore=-0.571	numPositive=7	numNegative=20
yankees	sentimentScore=-0.571	numPositive=14	numNegative=40
skipping	sentimentScore=-0.571	numPositive=28	numNegative=80
organised	sentimentScore=-0.571	numPositive=7	numNegative=20
perm	sentimentScore=-0.571	numPositive=7	numNegative=20
sportsmanship	sentimentScore=-0.571	numPositive=7	numNegative=20
borrowed	sentimentScore=-0.571	numPositive=7	numNegative=20
twerk	sentimentScore=-0.571	numPositive=14	numNegative=40
knives	sentimentScore=-0.571	numPositive=7	numNegative=20
#uhoh	sentimentScore=-0.571	numPositive=7	numNegative=20
scrappy	sentimentScore=-0.571	numPositive=7	numNegative=20
or	sentimentScore=-0.572	numPositive=3198	numNegative=9143
transport	sentimentScore=-0.573	numPositive=22	numNegative=63
server	sentimentScore=-0.574	numPositive=15	numNegative=43
conor	sentimentScore=-0.574	numPositive=15	numNegative=43
tagged	sentimentScore=-0.574	numPositive=15	numNegative=43
kyle	sentimentScore=-0.574	numPositive=120	numNegative=344
accepting	sentimentScore=-0.574	numPositive=15	numNegative=43
networking	sentimentScore=-0.577	numPositive=24	numNegative=69
michigan	sentimentScore=-0.577	numPositive=40	numNegative=115
vulnerable	sentimentScore=-0.577	numPositive=8	numNegative=23
#impossible	sentimentScore=-0.577	numPositive=8	numNegative=23
steals	sentimentScore=-0.577	numPositive=16	numNegative=46
violently	sentimentScore=-0.577	numPositive=8	numNegative=23
#shocked	sentimentScore=-0.577	numPositive=8	numNegative=23
transit	sentimentScore=-0.577	numPositive=8	numNegative=23
involve	sentimentScore=-0.577	numPositive=16	numNegative=46
cursed	sentimentScore=-0.577	numPositive=8	numNegative=23
requests	sentimentScore=-0.577	numPositive=8	numNegative=23
